show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s24,Movie,Go! Go! Cory Carson: Chrissy Takes the Wheel,"Alex Woo, Stanley Moore","Maisie Benson, Paul Killam, Kerry Gudjohnsen, AC Lim",,"September 21, 2021",2021,TV-Y,61 min,Children & Family Movies,"From arcade games to sled days and hiccup cures, Cory Carson’s curious little sister Chrissy speeds off on her own for fun and adventure all over town!"
s4595,Movie,Naughty Jatts,Pankaj Batra,"Neeru Bajwa, Binnu Dhillon, Arya Babbar, Roshan Prince, B.N. Sharma, Karamjit Anmol, Harby Sangha",India,"October 1, 2018",2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals","When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest."
s7528,Movie,Murder Party,Jeremy Saulnier,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",United States,"September 1, 2018",2007,NR,79 min,"Comedies, Cult Movies, Horror Movies","A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party."""
s3481,Movie,TUNA GIRL,Mana Yasuda,"Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",Japan,"September 28, 2019",2019,TV-PG,90 min,"Dramas, International Movies",A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.
s2317,Movie,The Silence of Others,"Almudena Carracedo, Robert Bahar",,"Spain, France, Canada, United States","July 1, 2020",2019,TV-14,96 min,"Documentaries, International Movies","Filmed over six years, this documentary captures the struggles of victims who suffered abuse under Gen. Francisco Franco's regime as they seek justice."
s497,Movie,Brick Mansions,Camille Delamarre,"Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet","France, Canada, United States, Spain","July 7, 2021",2014,PG-13,90 min,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.
s1323,Movie,Growing up and other problems,Clara Martínez-Lázaro,"Silvia Alonso, Bárbara Goenaga, María Esteve, Vito Sanz, Francesco Carril",Spain,"February 11, 2021",2018,TV-14,91 min,"Comedies, Dramas, International Movies",A 30-something woman without a steady partner or income samples stability when her pregnant best friend asks her to be the godmother of her child.
s7221,Movie,Knowing,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering","United States, United Kingdom, Australia","October 1, 2019",2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
s6606,Movie,Di Renjie zhi Sidatianwang,Hark Tsui,"Mark Chao, Feng Shaofeng, Kenny Lin, Carina Lau, Ethan Juan, Sandra Ma","China, Hong Kong","February 6, 2019",2018,TV-14,132 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Framed by an empress who plans to steal a dragon-taming mace, imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom."
s4336,Movie,Chal Bhaag,Prakash Balwant Saini,"Deepak Dobriyal, Tarun Bajaj, Keeya Khanna, Varun Mehra, Sanjay Mishra, Yashpal Sharma, Mukesh Tiwari, Atul Srivastava, Manish Khanna, Kunwar Aziz",India,"December 1, 2018",2014,TV-14,110 min,"Comedies, Dramas, International Movies",Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.
s5647,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Jen Kirkman,United States,"January 3, 2017",2017,TV-MA,69 min,Stand-Up Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost."
s6396,Movie,Butterfield 8,Daniel Mann,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",United States,"November 1, 2019",1960,TV-14,108 min,"Classic Movies, Dramas, Romantic Movies","Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right."
s1176,Movie,Philomena,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Kate Fleetwood","United Kingdom, United States, France","March 22, 2021",2013,PG-13,98 min,"Dramas, Independent Movies, International Movies",A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.
s94,Movie,JJ+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",,"September 8, 2021",2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?"
s4326,Movie,RUSSELL BRAND: RE:BIRTH,Chris Howe,Russell Brand,,"December 4, 2018",2018,TV-MA,63 min,Stand-Up Comedy,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
s6351,Movie,Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Pran, Prem Nath, Sonia Sahni, Durga Khote, Aruna Irani, Prem Chopra, Farida Jalal",India,"December 31, 2019",1973,TV-14,168 min,"Classic Movies, Dramas, International Movies","Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose."
s5222,TV Show,West Coast Customs,,"Ryan Friedlinghaus, Hunter Clancey",United States,"October 15, 2017",2015,TV-G,6 Seasons,"Docuseries, Reality TV","West Coast Customs, a mecca for well-heeled car lovers, stars as their team creates some of the most luxurious, outrageous vehicles on the planet."
s1741,TV Show,Love & Anarchy,,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer",Sweden,"November 4, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.
s7230,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2012,TV-Y7,61 min,Children & Family Movies,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister."
s1314,TV Show,Buried by the Bernards,,,United States,"February 12, 2021",2021,TV-14,1 Season,Reality TV,"In this reality series, the bickering but big-hearted Bernards manage their budget-friendly funeral home while helping grieving families say farewell."
s4463,Movie,The Untold Tales of Armistead Maupin,Jennifer M. Kroot,"Armistead Maupin, Neil Gaiman, Laura Linney, Ian McKellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer",United States,"November 1, 2018",2017,TV-MA,91 min,"Documentaries, LGBTQ Movies","This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion."
s7034,TV Show,Hyori's Bed & Breakfast,,"Hyo-ri Lee, Sang-soon Lee, Ji-eun Lee",,"March 29, 2018",2018,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV","K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats."
s361,Movie,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",United States,"August 1, 2021",2010,PG-13,125 min,"Comedies, Romantic Movies",The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.
s6126,Movie,Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,"Debi Derryberry, Ben Diskin, Kate Higgins, Lindsay Torrance, Larry Thomas, Bill Lader, Cindy Robinson","United States, India","January 1, 2020",2014,TV-Y7,45 min,Children & Family Movies,"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind."
s3013,TV Show,Nailed It! Germany,,"Angelina Kirsch, Bernd Siefert",Germany,"January 17, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV","Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros."
s7290,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Bjarke Ingels,,"June 15, 2018",2018,TV-G,48 min,"Documentaries, International Movies","In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages."
s6567,Movie,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","United States, United Kingdom, France","July 26, 2018",2015,R,113 min,"Dramas, International Movies, Thrillers","Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent."
s4032,Movie,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi","Hussain Al Hosani, Ali Almarzouqi, Abdullah Al Yousef, Omar Al Hafidh, Meral Niazi, Yaser Hassan, Fatema Almansoori, Ahmed El Mohammdi",United Arab Emirates,"March 8, 2019",2018,TV-14,116 min,"Action & Adventure, Comedies, International Movies","In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
s34,TV Show,Squid Game,,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",,"September 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes."
s3333,Movie,Christmas Survival,James Dearden,"Julian Ovenden, Gemma Whelan, Joely Richardson, Michael Landes, Sally Phillips, Patricia Hodge, Ronni Ancona, James Fox, Sophie Simnett, Jade Ma",United Kingdom,"November 1, 2019",2018,TV-MA,101 min,Comedies,"With Christmas just around the corner, sisters Miranda and Lyla bring their families to their childhood home, where rivalries don't take a holiday."
s1011,Movie,Rudra: The Rise of King Pharaoh,,"Shailendra Pandey, Rohan, Mukesh Pandey, Bhakti, Shalini, Ghanshyam Shukla, Sabina Malik",,"April 20, 2021",2019,TV-Y7,91 min,Children & Family Movies,"When a malicious, resurrected mummy begins to steal the energy of young people in Mumbai, kid magician Rudra must use his special powers to stop him."
s5165,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,Jim Carrey,"Canada, United States","November 17, 2017",2017,TV-MA,94 min,Documentaries,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career."
s7984,Movie,"Septiembre, un llanto en silencio",Kenneth Müller,"Saúl Lisazo, Mario Zaragoza, Juan Pablo Olyslager, Costanza Andrade",Guatemala,"March 10, 2018",2017,TV-MA,69 min,"Dramas, Independent Movies, International Movies","After a terrorist attack in Guatemala, a baby is rendered deaf and motherless and her father is left to raise her alone."
s2848,Movie,Freaks,"Adam B. Stein, Zach Lipovsky","Emile Hirsch, Bruce Dern, Lexy Kolker, Grace Park, Amanda Crew, Aleks Paunovic, Michelle Harrison","United States, Canada","March 3, 2020",2018,R,105 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","Hidden away by her eccentric father, a mysterious young girl uncovers frightening truths when she starts to make contact with the outside world."
s8354,TV Show,The Hunt,,David Attenborough,United Kingdom,"May 14, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey."
s2961,Movie,Justice,Richard Gabai,"Nathan Parsons, Jamie-Lynn Sigler, Ellen Hollman, John Lewis, Niko Foster, Quinton Aaron, Jackson Rathbone, Robert Carradine, Lesley-Anne Down, Stephen Lang",United States,"February 1, 2020",2017,R,92 min,Movies,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws."
s1288,Movie,Fate: The Winx Saga - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Abigail Cowen, Hannah Van Der Westhuysen, Precious Mustapha, Eliot Salt, Elisha Applebaum",United Kingdom,"February 20, 2021",2021,TV-14,36 min,"Comedies, Dramas","Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers."
s5636,Movie,We Are Young. We Are Strong.,Burhan Qurbani,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu",Germany,"January 15, 2017",2014,TV-MA,123 min,"Dramas, International Movies","In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city."
s7854,Movie,Remember,Atom Egoyan,"Christopher Plummer, Bruno Ganz, Jürgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau","Canada, Mexico, Germany, South Africa","July 26, 2018",2015,R,95 min,"Action & Adventure, Dramas","Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz."
s213,TV Show,Rebellion,,"Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson",Ireland,"August 27, 2021",2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",India,"April 1, 2018",2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies","With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma."
s89,Movie,Blood Brothers: Malcolm X & Muhammad Ali,Marcus Clarke,"Malcolm X, Muhammad Ali",,"September 9, 2021",2021,PG-13,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals."
